2018-08-28 01:50:58[org.springframework.test.context.support.DefaultTestContextBootstrapper] [main:0] - [INFO]  Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-08-28 01:51:00[com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource] [main:2573] - [INFO]  Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 30000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1hge0zd9xyjp4nb1d08o8r|6b09fb41, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceUseNamedDriverClass -> false, identityToken -> 1hge0zd9xyjp4nb1d08o8r|6b09fb41, idleConnectionTestPeriod -> 60, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://localhost:3306/test_demo?useUnicode=true&characterEncoding=utf-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 30, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> null, privilegeSpawnedThreads -> false, properties -> {user=******, password=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2018-08-28 01:51:01[org.hibernate.dialect.Dialect] [main:2937] - [INFO]  HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2018-08-28 01:51:01[org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl] [main:2999] - [INFO]  HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2018-08-28 01:51:01[org.hibernate.tool.hbm2ddl.SchemaUpdate] [main:3312] - [INFO]  HHH000228: Running hbm2ddl schema update
2018-08-28 01:51:01[org.springframework.orm.hibernate5.HibernateTransactionManager] [main:3454] - [INFO]  Using DataSource [com.mchange.v2.c3p0.ComboPooledDataSource[ identityToken -> 1hge0zd9xyjp4nb1d08o8r|6b09fb41, dataSourceName -> 1hge0zd9xyjp4nb1d08o8r|6b09fb41 ]] of Hibernate SessionFactory for HibernateTransactionManager
2018-08-28 01:51:02[org.springframework.test.context.transaction.TransactionContext] [main:3824] - [INFO]  Began transaction (1) for test context [DefaultTestContext@530a8454 testClass = UnitTest, testInstance = com.cch.spring_ibm.UnitTest@1e34c607, testMethod = test@UnitTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@f8908f6 testClass = UnitTest, locations = '{classpath*:applicationContext.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.hibernate5.HibernateTransactionManager@4fbdc0f0]; rollback [true]
2018-08-28 01:51:02[org.springframework.test.context.transaction.TransactionContext] [main:3833] - [INFO]  Rolled back transaction for test context [DefaultTestContext@530a8454 testClass = UnitTest, testInstance = com.cch.spring_ibm.UnitTest@1e34c607, testMethod = test@UnitTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@f8908f6 testClass = UnitTest, locations = '{classpath*:applicationContext.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]].
2018-08-28 01:51:02[org.springframework.context.support.GenericApplicationContext] [Thread-6:3849] - [INFO]  Closing org.springframework.context.support.GenericApplicationContext@61f8bee4: startup date [Tue Aug 28 01:50:58 CST 2018]; root of context hierarchy
2018-08-28 01:52:05[org.springframework.test.context.support.DefaultTestContextBootstrapper] [main:0] - [INFO]  Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-08-28 01:52:05[org.springframework.test.context.support.DefaultTestContextBootstrapper] [main:15] - [INFO]  Could not instantiate TestExecutionListener [org.springframework.test.context.web.ServletTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [javax/servlet/ServletContext]
2018-08-28 01:52:05[org.springframework.test.context.support.DefaultTestContextBootstrapper] [main:15] - [INFO]  Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@627551fb, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@2b552920, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2758fe70, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f36e637, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@578486a3]
2018-08-28 01:52:05[org.springframework.beans.factory.xml.XmlBeanDefinitionReader] [main:155] - [INFO]  Loading XML bean definitions from URL [file:/C:/Users/cch/eclipse-workspace/spring_ibm/target/classes/applicationContext.xml]
2018-08-28 01:52:06[org.springframework.beans.factory.xml.XmlBeanDefinitionReader] [main:558] - [INFO]  Loading XML bean definitions from URL [file:/C:/Users/cch/eclipse-workspace/spring_ibm/target/classes/beans/spring-otherContext.xml]
2018-08-28 01:52:06[org.springframework.context.support.GenericApplicationContext] [main:599] - [INFO]  Refreshing org.springframework.context.support.GenericApplicationContext@704a52ec: startup date [Tue Aug 28 01:52:06 CST 2018]; root of context hierarchy
2018-08-28 01:52:07[com.mchange.v2.log.MLog] [MLog-Init-Reporter:1406] - [INFO]  MLog clients using slf4j logging.
2018-08-28 01:52:07[com.mchange.v2.c3p0.C3P0Registry] [main:1851] - [INFO]  Initializing c3p0-0.9.5-pre10 [built 06-November-2014 02:02:55 -0800; debug? true; trace: 10]
2018-08-28 01:52:08[org.hibernate.Version] [main:2333] - [INFO]  HHH000412: Hibernate Core {5.0.8.Final}
2018-08-28 01:52:08[org.hibernate.cfg.Environment] [main:2335] - [INFO]  HHH000206: hibernate.properties not found
2018-08-28 01:52:08[org.hibernate.cfg.Environment] [main:2335] - [INFO]  HHH000021: Bytecode provider name : javassist
2018-08-28 01:52:08[org.hibernate.annotations.common.Version] [main:2427] - [INFO]  HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-08-28 01:52:08[com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource] [main:2685] - [INFO]  Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 30000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1hge0zd9xyjqko81uit698|5be1d0a4, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceUseNamedDriverClass -> false, identityToken -> 1hge0zd9xyjqko81uit698|5be1d0a4, idleConnectionTestPeriod -> 60, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://localhost:3306/test_demo?useUnicode=true&characterEncoding=utf-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 30, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> null, privilegeSpawnedThreads -> false, properties -> {user=******, password=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2018-08-28 01:52:08[org.hibernate.dialect.Dialect] [main:3152] - [INFO]  HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2018-08-28 01:52:08[org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl] [main:3244] - [INFO]  HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2018-08-28 01:52:09[org.hibernate.tool.hbm2ddl.SchemaUpdate] [main:3731] - [INFO]  HHH000228: Running hbm2ddl schema update
2018-08-28 01:52:09[org.springframework.orm.hibernate5.HibernateTransactionManager] [main:3874] - [INFO]  Using DataSource [com.mchange.v2.c3p0.ComboPooledDataSource[ identityToken -> 1hge0zd9xyjqko81uit698|5be1d0a4, dataSourceName -> 1hge0zd9xyjqko81uit698|5be1d0a4 ]] of Hibernate SessionFactory for HibernateTransactionManager
2018-08-28 01:52:09[org.springframework.test.context.transaction.TransactionContext] [main:4177] - [INFO]  Began transaction (1) for test context [DefaultTestContext@62b3df3a testClass = UnitTest, testInstance = com.cch.spring_ibm.UnitTest@420745d7, testMethod = test@UnitTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3caa4757 testClass = UnitTest, locations = '{classpath*:applicationContext.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.hibernate5.HibernateTransactionManager@6c451c9c]; rollback [true]
2018-08-28 01:52:09[org.springframework.test.context.transaction.TransactionContext] [main:4187] - [INFO]  Rolled back transaction for test context [DefaultTestContext@62b3df3a testClass = UnitTest, testInstance = com.cch.spring_ibm.UnitTest@420745d7, testMethod = test@UnitTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3caa4757 testClass = UnitTest, locations = '{classpath*:applicationContext.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]].
2018-08-28 01:52:09[org.springframework.context.support.GenericApplicationContext] [Thread-6:4192] - [INFO]  Closing org.springframework.context.support.GenericApplicationContext@704a52ec: startup date [Tue Aug 28 01:52:06 CST 2018]; root of context hierarchy
